FID	nb_genes	nb_species	origin	lost_sp	lost_taxa	expanded_tax
OG0009129	15	14	metazoa	15	mle,nve,urochordata,nematodes,mandibulata,platyhelminthes,obi,bivalvia,dgy	
OG0009130	15	12	metazoa	17	mle,odi,ecdysozoa,ava,platyhelminthes,obi,cgi,dgy,hel,hro,nge	
OG0009131	15	14	metazoa	15	mle,nve,urochordata,nematodes,sma,platyhelminthes,bivalvia,dgy,hel,cte,nge	
OG0009132	15	14	metazoa	15	mle,nve,bla,urochordata,ecdysozoa,ava,mli,dgy,hro	
OG0009133	15	1	ava	0		
OG0009134	15	1	ava	0		
OG0009135	15	10	bilateria	16	bla,odi,vertebrata,ecdysozoa,platyhelminthes,obi,dgy,hro,nge	
OG0009136	15	14	eumetazoa	14	sko,urochordata,ecdysozoa,platyhelminthes,hel,hro,nge	
OG0009137	15	7	eumetazoa	21	deuterostomes,ecdysozoa,sme,mollusca,dgy,hro,nge,lan	
OG0009138	15	13	parahoxozoa	14	sko,urochordata,ecdysozoa,sme,obi,cgi,hel,cte	
OG0009139	15	10	spiralia	4	obi,anne_cl2	
OG0009140	15	11	bilateria	15	olfactores,ecdysozoa,platyhelminthes,lgi,hro,lan	
OG0009141	15	7	bilateria	19	chordata,ecdysozoa,platyhelminthes,obi,bivalvia,hro,nge,lan	
OG0009142	15	10	protostomia	10	nematodes,dme,sme,obi,bivalvia,dgy,hel,hro	
OG0009143	15	13	parahoxozoa	14	sko,bla,cin,nematodes,rva,insects,mli,cgi,annelids	
OG0009144	15	9	spiralia	5	mli,obi,lgi,hel,hro	
OG0009145	15	13	protostomia	7	nematodes,rva,mli,dgy,hel,hro	
OG0009146	15	14	bilateria	12	sko,urochordata,nematodes,rva,platyhelminthes,lgi,cgi,hel,cte	
OG0009147	15	12	parahoxozoa	15	sko,odi,vertebrata,ecdysozoa,sme,annelids	
OG0009148	15	11	eumetazoa	17	nve,sko,bla,cin,hsa,panarthropoda,sme,lgi,pye,dgy,hro,spir_cl	
OG0009149	15	11	parahoxozoa	16	chordata,ecdysozoa,platyhelminthes,dgy,hel,lan	
OG0009150	15	10	parahoxozoa	17	olfactores,ecdysozoa,platyhelminthes,obi,lgi,cgi,hel,nge	
OG0009151	15	12	eumetazoa	16	olfactores,ecdysozoa,platyhelminthes,obi,bivalvia,hro	
OG0009152	15	14	parahoxozoa	13	bla,urochordata,nematodes,platyhelminthes,bivalvia,dgy,spir_cl	
OG0009153	15	6	bilateria	20	bla,urochordata,hsa,nematodes,rva,sma,dme,mli,mollusca,dgy,anne_cl1,spir_cl	
OG0009154	15	9	eumetazoa	19	nve,sko,bla,odi,ppa,rva,insects,platyhelminthes,moll_cl,dgy,hel,hro,spir_cl	
OG0009155	15	12	parahoxozoa	15	sko,urochordata,ecdysozoa,platyhelminthes,dgy,hel,hro,nge	
OG0009156	15	3	parahoxozoa	24	olfactores,protostomia	
OG0009157	15	13	eumetazoa	15	odi,hsa,ecdysozoa,ava,platyhelminthes,obi,hel,hro,nge	
OG0009158	15	12	parahoxozoa	15	olfactores,ecdysozoa,ava,sme,obi,cgi,hro	
OG0009159	15	6	bilateria	20	sko,ecdysozoa,ava,platyhelminthes,mollusca,dgy,hel,hro,spir_cl	
OG0009160	15	12	parahoxozoa	15	olfactores,nematodes,rva,ava,platyhelminthes,mollusca,hro	
OG0009161	15	10	bilateria	16	urochordata,ecdysozoa,ava,platyhelminthes,obi,hro,spir_cl	
OG0009162	15	5	bilateria	21	sko,olfactores,ecdysozoa,ava,platyhelminthes,obi,lgi,annelids,nge	
OG0009163	15	12	parahoxozoa	15	urochordata,ecdysozoa,ava,platyhelminthes,lgi,cgi,hro,nge	
OG0009164	15	12	parahoxozoa	15	olfactores,ecdysozoa,ava,sme,dgy,hel,hro	
OG0009165	15	2	deuterostomes	4	olfactores	
OG0009166	15	13	parahoxozoa	14	urochordata,nematodes,rva,sma,dme,ava,platyhelminthes,obi,hel,hro,nge	
OG0009167	15	10	bilateria	16	olfactores,ecdysozoa,ava,sme,obi,anne_cl2	
OG0009168	15	6	bilateria	20	cin,vertebrata,ppa,panarthropoda,ava,platyhelminthes,mollusca,annelids,pau	
OG0009169	15	13	bilateria	13	odi,hsa,nematodes,rva,insects,ava,platyhelminthes,bivalvia,hel	
OG0009170	15	11	eumetazoa	17	nve,nematodes,rva,sma,ava,platyhelminthes,mollusca,dgy,hel,hro,nge,pau	
OG0009171	15	13	eumetazoa	15	nve,urochordata,hsa,ecdysozoa,ava,platyhelminthes,obi,hro	
OG0009172	15	7	bilateria	19	sko,loc,ecdysozoa,ava,platyhelminthes,obi,cgi,annelids,nge,pau	
OG0009173	15	9	parahoxozoa	18	urochordata,loc,ecdysozoa,ava,platyhelminthes,lgi,cgi,annelids	
OG0009174	15	15	parahoxozoa	12	urochordata,nematodes,sma,ava,platyhelminthes,dgy,hel,hro,nge	
OG0009175	15	12	parahoxozoa	15	odi,vertebrata,ecdysozoa,ava,mli,obi,lgi,hel,hro	
OG0009176	15	11	bilateria	15	odi,vertebrata,ecdysozoa,ava,platyhelminthes,obi,hel,hro	
OG0009177	15	9	bilateria	17	urochordata,nematodes,rva,insects,ava,platyhelminthes,obi,lgi,annelids,nge	
OG0009178	15	4	bilateria	22	odi,vertebrata,ecdysozoa,ava,platyhelminthes,mollusca,annelids,lophophorata	
OG0009179	15	2	parahoxozoa	25	sko,olfactores,protostomia	
OG0009180	15	15	parahoxozoa	12	odi,hsa,ecdysozoa,ava,sme,anne_cl1	
OG0009181	15	6	parahoxozoa	21	sko,olfactores,nematodes,rva,sma,ava,platyhelminthes,mollusca,annelids,nge	
OG0009182	15	11	parahoxozoa	16	urochordata,hsa,nematodes,mandibulata,ava,platyhelminthes,obi,dgy,hel,hro,pau	
OG0009183	15	10	bilateria	16	olfactores,nematodes,rva,sma,ava,sme,obi,lgi,cgi,dgy,hel,hro	
OG0009184	15	12	bilateria	14	sko,odi,hsa,nematodes,rva,insects,ava,platyhelminthes,obi,dgy,hro	
OG0009185	15	3	bilateria	23	sko,olfactores,nematodes,mandibulata,ava,platyhelminthes,mollusca,dgy,anne_cl1,spir_cl	
OG0009186	15	11	parahoxozoa	16	olfactores,ecdysozoa,ava,sme,obi,bivalvia,nge	
OG0009187	15	14	bilateria	12	urochordata,nematodes,rva,insects,ava,platyhelminthes,dgy,hro	
OG0009188	15	12	parahoxozoa	15	olfactores,ecdysozoa,ava,platyhelminthes,obi,hro	
OG0009189	15	13	parahoxozoa	14	sko,urochordata,ecdysozoa,ava,platyhelminthes,dgy,hel	
OG0009190	15	7	bilateria	19	sko,olfactores,ecdysozoa,ava,platyhelminthes,dgy,hel,hro,nge,pau	
OG0009191	15	13	bilateria	13	odi,nematodes,rva,insects,ava,platyhelminthes,cgi,dgy,hel,pau	
OG0009192	15	13	parahoxozoa	14	ecdysozoa,ava,platyhelminthes,bivalvia,dgy,hel,nge	
OG0009193	15	12	bilateria	14	odi,vertebrata,ecdysozoa,ava,mli,obi,dgy,hro	
OG0009194	15	10	bilateria	16	sko,olfactores,ecdysozoa,ava,platyhelminthes,lgi,hro	
OG0009195	15	12	bilateria	14	urochordata,ava,platyhelminthes,mollusca,dgy,hel,hro,lophophorata	
OG0009196	15	13	parahoxozoa	14	urochordata,ecdysozoa,ava,platyhelminthes,anne_cl2	
OG0009197	15	15	bilateria	11	odi,loc,ecdysozoa,ava,platyhelminthes	
OG0009198	15	13	bilateria	13	urochordata,nematodes,sma,dme,ava,platyhelminthes,obi,dgy,hel,hro	
OG0009199	15	12	bilateria	14	odi,vertebrata,ecdysozoa,ava,platyhelminthes,obi,hro	
OG0009200	15	3	bilateria	23	sko,olfactores,ecdysozoa,ava,platyhelminthes,obi,cgi,spir_cl1	
OG0009201	15	12	eumetazoa	16	nve,odi,vertebrata,ecdysozoa,ava,platyhelminthes,obi,hel,hro	
OG0009202	15	9	bilateria	17	sko,olfactores,ecdysozoa,ava,platyhelminthes,dgy,hel,hro	
OG0009203	15	13	bilateria	13	urochordata,ecdysozoa,ava,mli,dgy,hel,hro	
OG0009204	15	9	bilateria	17	ecdysozoa,ava,platyhelminthes,mollusca,dgy,hro,nge,lan	
OG0009205	15	10	bilateria	16	odi,vertebrata,ecdysozoa,ava,platyhelminthes,obi,hel,hro,pau	
OG0009206	15	12	parahoxozoa	15	urochordata,ecdysozoa,ava,sme,dgy,anne_cl1,lophophorata	
OG0009207	15	14	bilateria	12	sko,odi,nematodes,rva,dme,ava,platyhelminthes,cgi,hel,hro	
OG0009208	15	14	parahoxozoa	13	urochordata,nematodes,rva,insects,ava,platyhelminthes,lgi,cgi,dgy	
OG0009209	15	12	parahoxozoa	15	urochordata,ecdysozoa,ava,platyhelminthes,obi,cgi,dgy,hro	
OG0009210	15	14	parahoxozoa	13	urochordata,loc,nematodes,mandibulata,ava,platyhelminthes,dgy,hel	
OG0009211	15	11	bilateria	15	olfactores,ecdysozoa,ava,platyhelminthes,dgy,hro	
OG0009212	15	13	parahoxozoa	14	sko,odi,nematodes,rva,sma,dme,ava,platyhelminthes,dgy,hel,hro,lan	
OG0009213	15	9	bilateria	17	odi,vertebrata,nematodes,rva,ava,platyhelminthes,obi,lgi,cgi,annelids,lan	
OG0009214	15	10	bilateria	16	sko,cin,vertebrata,nematodes,rva,sma,ava,sme,obi,dgy,hro,spir_cl	
OG0009215	15	14	bilateria	12	odi,nematodes,rva,insects,ava,platyhelminthes,lgi,hel,cte	
OG0009216	15	13	bilateria	13	odi,vertebrata,ecdysozoa,ava,mli,lgi,cgi	
OG0009217	15	13	eumetazoa	15	nve,bla,cin,vertebrata,rva,insects,ava,platyhelminthes,dgy,hel,hro,pau	
OG0009218	15	1	cel	0		
OG0009219	15	1	cel	0		
OG0009220	15	2	nematodes	0		
OG0009221	15	2	ecdysozoa	4	ppa,mandibulata	
OG0009222	15	2	nematodes	0		
OG0009223	15	3	protostomia	17	panarthropoda,ava,platyhelminthes,mollusca,dgy,anne_cl1,spir_cl	ppa
OG0009224	15	2	nematodes	0		
OG0009225	15	14	protostomia	6	ppa,ava,platyhelminthes,hel,hro	
OG0009226	15	2	bivalvia	0		
OG0009227	15	12	parahoxozoa	15	bla,odi,ecdysozoa,ava,platyhelminthes,obi,dgy,hel,hro	
OG0009228	15	2	bivalvia	0		
OG0009229	15	2	spir_cl2	9	obi,lgi,pye,dgy,anne_cl1,spir_cl	
OG0009230	15	6	spir_cl2	5	obi,dgy,anne_cl1,nge	
OG0009231	15	11	parahoxozoa	16	sko,bla,cin,vertebrata,cel,rva,sma,tca,ava,sme,obi,pye,dgy,hro,pau	
OG0009232	15	8	protostomia	12	nematodes,rva,sma,dme,ava,platyhelminthes,dgy,hro,nge,lan	
OG0009233	15	6	bilateria	20	chordata,ecdysozoa,ava,sme,lgi,annelids,nge,lan	
OG0009234	15	5	spir_cl2	6	obi,dgy,anne_cl1,nge,pau	
OG0009235	15	7	parahoxozoa	20	chordata,ecdysozoa,ava,platyhelminthes,obi,lgi,dgy,hel,hro,pau	
OG0009236	15	12	protostomia	8	nematodes,rva,insects,ava,dgy,hel	
OG0009237	15	12	parahoxozoa	15	chordata,nematodes,rva,sma,ava,platyhelminthes,dgy,hel,hro	
OG0009238	15	11	eumetazoa	17	nve,chordata,nematodes,rva,tca,ava,platyhelminthes,lgi,dgy,anne_cl1	
OG0009239	15	2	spir_cl2	9	obi,lgi,pye,annelids,lophophorata	
OG0009240	15	6	eumetazoa	22	nve,deuterostomes,ecdysozoa,ava,platyhelminthes,obi,dgy,hro,spir_cl	
OG0009241	15	10	spir_cl2	1	hel	
OG0009242	15	3	spir_cl2	8	obi,lgi,annelids,nge,pau	
OG0009243	15	13	parahoxozoa	14	bla,urochordata,ecdysozoa,ava,mli,dgy,hel,pau	
OG0009244	15	4	bilateria	22	chordata,ecdysozoa,ava,platyhelminthes,obi,pye,annelids,lophophorata	
OG0009245	15	8	parahoxozoa	19	chordata,ecdysozoa,ava,platyhelminthes,anne_cl2,lophophorata	
OG0009246	15	14	parahoxozoa	13	bla,urochordata,loc,nematodes,rva,ava,platyhelminthes,dgy,hel,hro	
OG0009247	15	9	bilateria	17	sko,bla,odi,vertebrata,nematodes,rva,insects,ava,sme,dgy,anne_cl1,nge,pau	
OG0009248	15	13	parahoxozoa	14	sko,bla,odi,ecdysozoa,ava,platyhelminthes,dgy,hel	
OG0009249	15	5	spir_cl2	6	annelids,nge,pau	
OG0009250	15	2	spir_cl2	9	obi,lgi,pye,dgy,hel,hro,spir_cl	
OG0009251	15	8	protostomia	12	nematodes,mandibulata,ava,platyhelminthes,dgy,anne_cl1,pau	
OG0009252	15	14	bilateria	12	bla,odi,nematodes,sma,ava,mli,pye,dgy,hel,hro,lan	
OG0009253	15	14	parahoxozoa	13	bla,urochordata,hsa,nematodes,rva,ava,platyhelminthes,dgy,hel,hro	
OG0009254	15	10	bilateria	16	chordata,ecdysozoa,ava,platyhelminthes,dgy,hel	
OG0009255	15	9	spir_cl3	4	sme,hel,hro,pau	
OG0009256	15	8	parahoxozoa	19	chordata,ecdysozoa,ava,platyhelminthes,obi,dgy,hro,nge,pau	
OG0009257	15	8	eumetazoa	20	sko,bla,urochordata,hsa,ecdysozoa,ava,platyhelminthes,obi,annelids,pau	
OG0009258	15	3	parahoxozoa	24	deuterostomes,ecdysozoa,ava,platyhelminthes,mollusca,dgy,hel,spir_cl	
OG0009259	15	1	cte	0		
OG0009260	15	4	spir_cl2	7	obi,lgi,cgi,hel,hro,nge,pau	
OG0009261	15	2	spir_cl2	9	obi,bivalvia,dgy,hel,hro,spir_cl	
OG0009262	15	6	bilateria	20	chordata,ecdysozoa,ava,platyhelminthes,lgi,cgi,hel,spir_cl	
OG0009263	15	2	spir_cl1	5	dgy,hel,hro,nge,pau	
OG0009264	15	3	protostomia	17	nematodes,rva,sma,dme,ava,platyhelminthes,mollusca,dgy,hel,hro,lophophorata	
OG0009265	15	2	spir_cl2	9	obi,bivalvia,dgy,hel,hro,spir_cl	
OG0009266	15	3	spir_cl3	10	sme,obi,bivalvia,dgy,hel,hro,spir_cl	
OG0009267	15	7	bilateria	19	chordata,ecdysozoa,ava,sme,obi,cgi,dgy,hel,hro,lan	
OG0009268	15	7	spir_cl3	6	sme,mollusca,hel	
OG0009269	15	8	spir_cl3	5	obi,bivalvia,lophophorata	
OG0009270	15	10	eumetazoa	18	nve,chordata,ecdysozoa,ava,sme,cgi,dgy,hro,pau	
OG0009271	15	1	dgy	0		
OG0009272	15	6	protostomia	14	nematodes,rva,sma,tca,ava,platyhelminthes,obi,bivalvia,anne_cl1,lan	
OG0009273	15	8	parahoxozoa	19	deuterostomes,nematodes,rva,sma,ava,obi,lgi,cgi,dgy,anne_cl1,lophophorata	
OG0009274	15	4	bilateria	22	chordata,nematodes,rva,spiralia	
OG0009275	15	2	insects	0		
OG0009276	15	3	protostomia	17	nematodes,rva,sma,ava,sme,spir_cl2	
OG0009277	15	3	parahoxozoa	24	deuterostomes,ecdysozoa,ava,platyhelminthes,mollusca,dgy,anne_cl1,nge,pau	
OG0009278	15	8	bilateria	18	chordata,cel,rva,insects,ava,platyhelminthes,obi,lgi,cgi,dgy,cte,pau	
OG0009279	15	1	hel	0		
OG0009280	15	3	spir_cl3	10	sme,mollusca,dgy,cte,spir_cl	
OG0009281	15	2	eumetazoa	26	nve,deuterostomes,ecdysozoa,ava,platyhelminthes,mollusca,dgy,hel,cte,spir_cl	
OG0009282	15	9	parahoxozoa	18	chordata,cel,sma,dme,ava,sme,moll_cl,dgy,hel,cte,lophophorata	
OG0009283	15	1	hro	0		
OG0009284	15	3	eumetazoa	25	nve,deuterostomes,cel,panarthropoda,ava,platyhelminthes,mollusca,dgy,hel,cte,spir_cl	
OG0009285	15	3	bilateria	23	sko,bla,urochordata,loc,ecdysozoa,ava,platyhelminthes,moll_cl,annelids,nge,lan	
OG0009286	15	1	lan	0		
OG0009287	15	3	bilateria	23	sko,bla,urochordata,hsa,nematodes,rva,sma,dme,ava,platyhelminthes,mollusca,annelids,nge,pau	
OG0009288	15	1	lan	0		
OG0009289	15	3	spir_cl3	10	mli,mollusca,annelids,pau	
OG0009290	15	4	bilateria	22	chordata,ecdysozoa,ava,platyhelminthes,moll_cl,annelids,pau	
OG0009291	15	4	eumetazoa	24	chordata,nematodes,rva,insects,spiralia	
OG0009292	15	1	mle	0		
OG0009293	15	3	eumetazoa	25	deuterostomes,ecdysozoa,ava,platyhelminthes,obi,lgi,cgi,spir_cl1	
OG0009294	15	1	mli	0		
OG0009295	15	1	mli	0		
OG0009296	15	1	mli	0		
OG0009297	15	1	mli	0		
OG0009298	15	2	parahoxozoa	25	deuterostomes,ecdysozoa,ava,platyhelminthes,mollusca,annelids,lophophorata	
OG0009299	15	1	nge	0		
OG0009300	15	2	spir_cl	1	lan	
OG0009301	15	1	nve	0		
OG0009302	15	2	parahoxozoa	25	deuterostomes,ecdysozoa,ava,platyhelminthes,mollusca,annelids,nge,lan	
OG0009303	15	1	obi	0		
OG0009304	15	2	spir_cl3	11	mli,moll_cl,spir_cl1	
OG0009305	15	1	odi	0		
OG0009306	15	3	bilateria	23	sko,bla,cin,vertebrata,cel,panarthropoda,ava,mli,spir_cl2	
OG0009307	15	1	ppa	0		
OG0009308	15	1	ppa	0		
OG0009309	15	1	rva	0		
OG0009310	15	1	sko	0		
OG0009311	15	1	sma	0		
OG0009312	15	1	tca	0		
OG0009313	14	5	metazoa	24	mle,nve,chordata,ecdysozoa,ava,platyhelminthes,obi,lgi,annelids,lophophorata	
OG0009314	14	2	metazoa	27	mle,nve,deuterostomes,ecdysozoa,ava,platyhelminthes,mollusca,annelids,lophophorata	
OG0009315	14	5	metazoa	24	mle,bla,odi,vertebrata,ecdysozoa,ava,platyhelminthes,mollusca,dgy,anne_cl1,spir_cl	
OG0009316	14	2	metazoa	27	mle,nve,deuterostomes,ecdysozoa,ava,platyhelminthes,mollusca,dgy,hel,hro,spir_cl	
OG0009317	14	3	metazoa	26	mle,deuterostomes,ecdysozoa,ava,platyhelminthes,moll_cl,spir_cl1	
OG0009318	14	1	aqu	0		
OG0009319	14	1	aqu	0		
OG0009320	14	1	aqu	0		
OG0009321	14	3	metazoa	26	mle,nve,chordata,nematodes,rva,sma,dme,spiralia	
OG0009322	14	8	metazoa	21	mle,bla,odi,vertebrata,cel,panarthropoda,ava,platyhelminthes,mollusca,dgy,cte,lophophorata	
OG0009323	14	1	aqu	0		
OG0009324	14	12	metazoa	17	mle,nve,urochordata,nematodes,platyhelminthes,obi,lgi,cgi,annelids,lophophorata	
OG0009325	14	3	metazoa	26	mle,nve,deuterostomes,ecdysozoa,platyhelminthes,moll_cl,spir_cl1	
OG0009326	14	2	metazoa	27	mle,bilateria	
OG0009327	14	12	metazoa	17	mle,sko,olfactores,nematodes,rva,sma,ava,mli,lgi,annelids	
OG0009328	14	10	metazoa	19	mle,nve,deuterostomes,ecdysozoa,ava,sme,obi,hel,hro	
OG0009329	14	7	metazoa	22	mle,nve,sko,bla,odi,vertebrata,ecdysozoa,ava,sme,mollusca,anne_cl1,pau	
OG0009330	14	4	metazoa	25	mle,nve,deuterostomes,ecdysozoa,ava,sme,obi,bivalvia,dgy,anne_cl1,spir_cl	
OG0009331	14	6	metazoa	23	mle,deuterostomes,ecdysozoa,mli,mollusca,dgy,anne_cl1,nge,pau	
OG0009332	14	3	metazoa	26	mle,nve,deuterostomes,cel,panarthropoda,ava,platyhelminthes,mollusca,annelids,nge,pau	
OG0009333	14	7	metazoa	22	mle,deuterostomes,ecdysozoa,platyhelminthes,obi,bivalvia,anne_cl2,nge	
OG0009334	14	7	metazoa	22	mle,nve,sko,olfactores,nematodes,mandibulata,platyhelminthes,obi,lgi,annelids,nge,pau	
OG0009335	14	6	metazoa	23	chordata,ecdysozoa,platyhelminthes,mollusca,dgy,hel,hro,spir_cl	
OG0009336	14	12	metazoa	17	mle,nve,urochordata,nematodes,mandibulata,platyhelminthes,moll_cl,anne_cl2	
OG0009337	14	7	metazoa	22	mle,deuterostomes,ecdysozoa,ava,sme,moll_cl,dgy,hel,hro,pau	
OG0009338	14	9	metazoa	20	mle,nve,deuterostomes,ecdysozoa,ava,sme,obi,lgi,cgi,hel	
OG0009339	14	11	metazoa	18	mle,nve,bla,odi,nematodes,ava,platyhelminthes,moll_cl,annelids,nge,lan	
OG0009340	14	3	metazoa	26	mle,nve,deuterostomes,ecdysozoa,ava,sme,obi,lgi,cgi,spir_cl1	
OG0009341	14	10	metazoa	19	mle,nve,bla,cin,vertebrata,ecdysozoa,ava,platyhelminthes,obi,dgy,hro,pau	
OG0009342	14	8	metazoa	21	mle,nve,vertebrata,ecdysozoa,platyhelminthes,obi,pye,spir_cl1	
OG0009343	14	12	metazoa	17	mle,sko,bla,odi,vertebrata,ecdysozoa,ava,hel,hro,nge,pau	
OG0009344	14	4	metazoa	25	mle,nve,chordata,ecdysozoa,ava,platyhelminthes,mollusca,dgy,hel,hro,lophophorata	
OG0009345	14	11	metazoa	18	mle,nve,urochordata,ecdysozoa,ava,platyhelminthes,obi,dgy,hel,hro,nge	
OG0009346	14	13	metazoa	16	urochordata,nematodes,rva,sma,tca,ava,platyhelminthes,obi,cgi,anne_cl2,pau	
OG0009347	14	6	metazoa	23	mle,nve,sko,olfactores,ecdysozoa,ava,platyhelminthes,obi,annelids,nge,pau	
OG0009348	14	10	metazoa	19	mle,sko,odi,vertebrata,ecdysozoa,ava,platyhelminthes,obi,bivalvia,dgy,hro	
OG0009349	14	12	metazoa	17	nve,bla,odi,loc,nematodes,rva,ava,platyhelminthes,obi,lgi,cgi,dgy,hel,hro,nge	
OG0009350	14	12	metazoa	17	mle,olfactores,ecdysozoa,ava,platyhelminthes,dgy,hel,hro	
OG0009351	14	12	metazoa	17	mle,nve,sko,bla,urochordata,nematodes,rva,dme,mli,pye,annelids,lan	
OG0009352	14	14	metazoa	15	mle,urochordata,nematodes,mandibulata,ava,platyhelminthes,obi,hel,hro,pau	
OG0009353	14	13	metazoa	16	mle,nve,bla,odi,nematodes,rva,sma,ava,platyhelminthes,lgi,cgi,hel,hro,lan	
OG0009354	14	12	metazoa	17	mle,sko,odi,vertebrata,ecdysozoa,platyhelminthes,moll_cl,dgy	
OG0009355	14	13	metazoa	16	mle,nve,urochordata,nematodes,mandibulata,ava,platyhelminthes,hel,hro,lophophorata	
OG0009356	14	13	metazoa	16	nve,bla,cin,insects,ava,platyhelminthes,obi,lgi,annelids,lophophorata	
OG0009357	14	13	metazoa	16	mle,odi,loc,ecdysozoa,ava,platyhelminthes,annelids	
OG0009358	14	13	metazoa	16	mle,bla,urochordata,nematodes,sma,platyhelminthes,cgi,annelids,lophophorata	
OG0009359	14	13	metazoa	16	mle,odi,loc,ecdysozoa,ava,platyhelminthes,obi,dgy,hel,hro	
OG0009360	14	12	metazoa	17	mle,nve,olfactores,ecdysozoa,ava,platyhelminthes,cgi,dgy	
OG0009361	14	9	metazoa	20	mle,deuterostomes,ecdysozoa,ava,platyhelminthes,obi,pye,dgy,nge	
OG0009362	14	11	metazoa	18	mle,sko,olfactores,nematodes,mandibulata,ava,sme,obi,annelids	
OG0009363	14	8	metazoa	21	mle,nve,sko,olfactores,ecdysozoa,ava,platyhelminthes,obi,lgi,anne_cl1,pau	
OG0009364	14	13	metazoa	16	mle,bla,odi,hsa,ecdysozoa,ava,platyhelminthes,pye,hel,hro	
OG0009365	14	12	metazoa	17	mle,nve,odi,ecdysozoa,ava,platyhelminthes,obi,cgi,dgy,hel,hro	
OG0009366	14	2	metazoa	27	mle,nve,deuterostomes,ecdysozoa,spir_cl3	
OG0009367	14	12	metazoa	17	mle,urochordata,cel,sma,tca,platyhelminthes,moll_cl,dgy,hel,hro,spir_cl	
OG0009368	14	4	metazoa	25	mle,nve,chordata,ecdysozoa,ava,platyhelminthes,mollusca,hel,hro,spir_cl	
OG0009369	14	12	metazoa	17	mle,bla,urochordata,ecdysozoa,platyhelminthes,lgi,cgi,dgy,hel,hro	
OG0009370	14	14	metazoa	15	mle,urochordata,ecdysozoa,ava,platyhelminthes,cgi,hel,hro	
OG0009371	14	10	metazoa	19	mle,nve,sko,bla,odi,vertebrata,ecdysozoa,ava,platyhelminthes,hel,hro,nge	
OG0009372	14	2	protostomia	18	nematodes,mandibulata,spir_cl3	
OG0009373	14	8	eumetazoa	20	nve,sko,olfactores,nematodes,rva,sma,tca,platyhelminthes,mollusca,dgy,cte,lan	
OG0009374	14	5	protostomia	15	nematodes,rva,sma,dme,platyhelminthes,obi,lgi,cgi,annelids,pau	
OG0009375	14	3	spiralia	11	platyhelminthes,mollusca,dgy,hel,cte,nge,pau	
OG0009376	14	10	bilateria	16	olfactores,ecdysozoa,platyhelminthes,mollusca	
OG0009377	14	8	eumetazoa	20	nve,sko,olfactores,cel,panarthropoda,platyhelminthes,obi,dgy,hel,hro,spir_cl	
OG0009378	14	5	protostomia	15	nematodes,rva,sma,dme,platyhelminthes,bivalvia,annelids,lophophorata	
OG0009379	14	13	bilateria	13	odi,vertebrata,ecdysozoa,obi,lgi,anne_cl1	
OG0009380	14	13	bilateria	13	urochordata,nematodes,rva,insects,platyhelminthes,obi,dgy,hel,hro	
OG0009381	14	5	parahoxozoa	22	deuterostomes,ecdysozoa,platyhelminthes,lgi,cgi,dgy,hel,hro,spir_cl	
OG0009382	14	8	spiralia	6	platyhelminthes,lgi,cgi,hro,pau	
OG0009383	14	10	bilateria	16	sko,urochordata,ecdysozoa,mli,obi,annelids,nge	
OG0009384	14	9	spiralia	5	platyhelminthes,obi,dgy,hro	
OG0009385	14	12	bilateria	14	sko,urochordata,loc,nematodes,sma,mli,obi,pye,annelids	
OG0009386	14	5	eumetazoa	23	nve,deuterostomes,nematodes,rva,insects,sme,mollusca,annelids,lophophorata	
OG0009387	14	2	protostomia	18	nematodes,rva,sma,dme,spir_cl3	
OG0009388	14	13	bilateria	13	bla,odi,panarthropoda,platyhelminthes,moll_cl,hel,lan	
OG0009389	14	9	parahoxozoa	18	bla,odi,vertebrata,nematodes,rva,insects,sme,bivalvia,annelids,lophophorata	
OG0009390	14	8	parahoxozoa	19	sko,bla,cin,vertebrata,cel,panarthropoda,mli,obi,bivalvia,dgy,hel,hro,nge,lan	
OG0009391	14	3	spiralia	11	platyhelminthes,mollusca,anne_cl2,nge,pau	
OG0009392	14	10	parahoxozoa	17	sko,bla,urochordata,ppa,panarthropoda,platyhelminthes,obi,lgi,cgi,dgy,hel,nge	
OG0009393	14	14	eumetazoa	14	sko,olfactores,nematodes,rva,platyhelminthes,dgy,hel,nge,pau	
OG0009394	14	9	eumetazoa	19	olfactores,nematodes,mandibulata,platyhelminthes,mollusca,dgy,hel,hro,pau	
OG0009395	14	12	bilateria	14	odi,ecdysozoa,platyhelminthes,obi,lgi,cgi,hro,pau	
OG0009396	14	13	eumetazoa	15	urochordata,nematodes,mandibulata,platyhelminthes,cgi,dgy,hel,hro,nge,pau	
OG0009397	14	13	parahoxozoa	14	odi,ecdysozoa,platyhelminthes,lgi,cgi,dgy,hel,hro	
OG0009398	14	11	bilateria	15	urochordata,ecdysozoa,ava,platyhelminthes,annelids	
OG0009399	14	5	bilateria	21	olfactores,ecdysozoa,ava,platyhelminthes,obi,lgi,annelids,lophophorata	
OG0009400	14	10	bilateria	16	urochordata,nematodes,rva,insects,ava,platyhelminthes,bivalvia,annelids	
OG0009401	14	12	bilateria	14	sko,olfactores,nematodes,rva,sma,ava,platyhelminthes,obi,hel	
OG0009402	14	4	bilateria	22	sko,olfactores,nematodes,rva,sma,tca,ava,platyhelminthes,obi,lgi,pye,annelids,nge,pau	
OG0009403	14	9	bilateria	17	sko,odi,loc,ecdysozoa,ava,platyhelminthes,obi,annelids	
